original_id	ensembl_gene_id	gene_biotype	external_gene_name
ENSG00000231018	ENSG00000231018	processed_pseudogene	EIF4A1P3
ENSG00000231047	ENSG00000231047	processed_pseudogene	GCNT1P3
ENSG00000231086	ENSG00000231086	unitary_pseudogene	TSSK1A
ENSG00000231090	ENSG00000231090	lncRNA	MIR4422HG
ENSG00000231095	ENSG00000231095	processed_pseudogene	GYG1P3
ENSG00000231100	ENSG00000231100	unprocessed_pseudogene	
ENSG00000231106	ENSG00000231106	lncRNA	LINC01436
ENSG00000231122	ENSG00000231122	transcribed_unprocessed_pseudogene	FAM25E
ENSG00000231149	ENSG00000231149	lncRNA	
ENSG00000231202	ENSG00000231202	TR_V_pseudogene	TRGVB
ENSG00000231208	ENSG00000231208	lncRNA	ZBTB46-AS1
ENSG00000231211	ENSG00000231211	processed_pseudogene	RPL17P49
ENSG00000231212	ENSG00000231212	lncRNA	
ENSG00000231231	ENSG00000231231	lncRNA	LINC01423
ENSG00000231235	ENSG00000231235	processed_pseudogene	CTNNBL1P1
ENSG00000231255	ENSG00000231255	lncRNA	
ENSG00000231270	ENSG00000231270	processed_pseudogene	COBLP1
ENSG00000231274	ENSG00000231274	protein_coding	SBK3
ENSG00000231295	ENSG00000231295	lncRNA	
ENSG00000231300	ENSG00000231300	processed_pseudogene	EZH2P1
ENSG00000231316	ENSG00000231316	processed_pseudogene	
ENSG00000231331	ENSG00000231331	unprocessed_pseudogene	
ENSG00000231358	ENSG00000231358	lncRNA	
ENSG00000231368	ENSG00000231368	processed_pseudogene	RPSAP40
ENSG00000231371	ENSG00000231371	processed_pseudogene	AKR1B1P8
ENSG00000231376	ENSG00000231376	processed_pseudogene	HMGN2P16
ENSG00000231388	ENSG00000231388	processed_pseudogene	FMN2P1
ENSG00000231412	ENSG00000231412	lncRNA	
ENSG00000231422	ENSG00000231422	lncRNA	LINC01516
ENSG00000231424	ENSG00000231424	lncRNA	
ENSG00000231428	ENSG00000231428	lncRNA	LINC00396
ENSG00000231431	ENSG00000231431	transcribed_unprocessed_pseudogene	FAR2P4
ENSG00000231447	ENSG00000231447	lncRNA	
ENSG00000231476	ENSG00000231476	lncRNA	
ENSG00000231477	ENSG00000231477	lncRNA	
ENSG00000231532	ENSG00000231532	lncRNA	LINC01249
ENSG00000231534	ENSG00000231534	lncRNA	FBXO36-IT1
ENSG00000231537	ENSG00000231537	unprocessed_pseudogene	MTCO3P10
ENSG00000231547	ENSG00000231547	unprocessed_pseudogene	
ENSG00000231556	ENSG00000231556	processed_pseudogene	RSL24D1P3
ENSG00000231559	ENSG00000231559	processed_pseudogene	
ENSG00000231560	ENSG00000231560	lncRNA	CLEC12A-AS1
ENSG00000231561	ENSG00000231561	unprocessed_pseudogene	CEACAMP5
ENSG00000231566	ENSG00000231566	lncRNA	LINC02595
ENSG00000231567	ENSG00000231567	unprocessed_pseudogene	MTND2P19
ENSG00000231605	ENSG00000231605	lncRNA	LINC01363
ENSG00000231612	ENSG00000231612	lncRNA	
ENSG00000231638	ENSG00000231638	lncRNA	LUARIS
ENSG00000231643	ENSG00000231643	processed_pseudogene	YWHAQP8
ENSG00000231645	ENSG00000231645	transcribed_unprocessed_pseudogene	KRT17P6
ENSG00000231650	ENSG00000231650	processed_pseudogene	RFESDP1
ENSG00000231666	ENSG00000231666	lncRNA	LINC01704
ENSG00000231667	ENSG00000231667	unprocessed_pseudogene	OR7E111P
ENSG00000231671	ENSG00000231671	lncRNA	LINC01307
ENSG00000231700	ENSG00000231700	processed_pseudogene	
ENSG00000231701	ENSG00000231701	unprocessed_pseudogene	BMS1P13
ENSG00000231706	ENSG00000231706	processed_pseudogene	CYCSP43
ENSG00000231712	ENSG00000231712	processed_pseudogene	H3P5
ENSG00000231713	ENSG00000231713	lncRNA	
ENSG00000231720	ENSG00000231720	lncRNA	
ENSG00000231740	ENSG00000231740	lncRNA	
ENSG00000231749	ENSG00000231749	lncRNA	ABCA9-AS1
ENSG00000231765	ENSG00000231765	processed_pseudogene	PPP1R11P2
ENSG00000231777	ENSG00000231777	unprocessed_pseudogene	MTND4P21
ENSG00000231808	ENSG00000231808	lncRNA	LINC01388
ENSG00000231810	ENSG00000231810	processed_pseudogene	RPL36AP35
ENSG00000231812	ENSG00000231812	processed_pseudogene	SNRPCP9
ENSG00000231851	ENSG00000231851	lncRNA	MRPS9-AS1
ENSG00000231888	ENSG00000231888	processed_pseudogene	MTND5P15
ENSG00000231896	ENSG00000231896	lncRNA	
ENSG00000231900	ENSG00000231900	processed_pseudogene	GOT2P1
ENSG00000231901	ENSG00000231901	lncRNA	
ENSG00000231905	ENSG00000231905	processed_pseudogene	SETP10
ENSG00000231906	ENSG00000231906	processed_pseudogene	
ENSG00000231909	ENSG00000231909	transcribed_processed_pseudogene	MAP1LC3BP1
ENSG00000231922	ENSG00000231922	processed_pseudogene	
ENSG00000231924	ENSG00000231924	protein_coding	PSG1
ENSG00000231926	ENSG00000231926	processed_pseudogene	SEPHS1P7
ENSG00000231937	ENSG00000231937	lncRNA	
ENSG00000231943	ENSG00000231943	lncRNA	PGM5P4-AS1
ENSG00000231944	ENSG00000231944	lncRNA	PHKA1-AS1
ENSG00000231947	ENSG00000231947	processed_pseudogene	MTND2P24
ENSG00000231948	ENSG00000231948	lncRNA	HS1BP3-IT1
ENSG00000231956	ENSG00000231956	processed_pseudogene	HNRNPA1P9
ENSG00000231961	ENSG00000231961	processed_pseudogene	
ENSG00000231966	ENSG00000231966	lncRNA	LINC02818
ENSG00000231976	ENSG00000231976	transcribed_unprocessed_pseudogene	FAM238B
ENSG00000231986	ENSG00000231986	lncRNA	
ENSG00000231990	ENSG00000231990	lncRNA	
ENSG00000231996	ENSG00000231996	processed_pseudogene	
ENSG00000232034	ENSG00000232034	lncRNA	
ENSG00000232069	ENSG00000232069	processed_pseudogene	RPS29P28
ENSG00000232072	ENSG00000232072	lncRNA	
ENSG00000232111	ENSG00000232111	processed_pseudogene	
ENSG00000232208	ENSG00000232208	processed_pseudogene	
ENSG00000232212	ENSG00000232212	lncRNA	LINC01701
ENSG00000232216	ENSG00000232216	IG_V_gene	IGHV3-43
ENSG00000232227	ENSG00000232227	lncRNA	
ENSG00000232261	ENSG00000232261	unprocessed_pseudogene	
ENSG00000232268	ENSG00000232268	protein_coding	OR52I1
ENSG00000232285	ENSG00000232285	processed_pseudogene	ELOBP3
ENSG00000232290	ENSG00000232290	lncRNA	
ENSG00000232293	ENSG00000232293	processed_pseudogene	PAICSP7
ENSG00000232300	ENSG00000232300	lncRNA	FAM215B
ENSG00000232301	ENSG00000232301	lncRNA	LNCPRESS1
ENSG00000232306	ENSG00000232306	lncRNA	
ENSG00000232310	ENSG00000232310	lncRNA	LINC03002
ENSG00000232314	ENSG00000232314	processed_pseudogene	PSMC1P13
ENSG00000232328	ENSG00000232328	lncRNA	
ENSG00000232353	ENSG00000232353	lncRNA	
ENSG00000232359	ENSG00000232359	lncRNA	
ENSG00000232381	ENSG00000232381	unprocessed_pseudogene	OR52U1P
ENSG00000232403	ENSG00000232403	processed_pseudogene	RPL27P5
ENSG00000232416	ENSG00000232416	lncRNA	BPESC1
ENSG00000232420	ENSG00000232420	unprocessed_pseudogene	IL9RP2
ENSG00000232471	ENSG00000232471	unprocessed_pseudogene	
ENSG00000232479	ENSG00000232479	processed_pseudogene	KRT8P52
ENSG00000232503	ENSG00000232503	processed_pseudogene	CYCSP8
ENSG00000232527	ENSG00000232527	lncRNA	LINC02802
ENSG00000232535	ENSG00000232535	protein_coding	OR5H8
ENSG00000232537	ENSG00000232537	lncRNA	
ENSG00000232540	ENSG00000232540	processed_pseudogene	RPL36P19
ENSG00000232542	ENSG00000232542	lncRNA	DPYD-IT1
ENSG00000232549	ENSG00000232549	processed_pseudogene	SRD5A1P1
ENSG00000232551	ENSG00000232551	processed_pseudogene	MTCO1P14
ENSG00000232562	ENSG00000232562	processed_pseudogene	TPMTP3
ENSG00000232576	ENSG00000232576	processed_pseudogene	
ENSG00000232586	ENSG00000232586	lncRNA	KIAA1614-AS1
ENSG00000232606	ENSG00000232606	lncRNA	LINC01412
ENSG00000232621	ENSG00000232621	unprocessed_pseudogene	C4BPAP2
ENSG00000232623	ENSG00000232623	lncRNA	MRAP-AS1
ENSG00000232629	ENSG00000232629	protein_coding	HLA-DQB2
ENSG00000232633	ENSG00000232633	lncRNA	
ENSG00000232663	ENSG00000232663	processed_pseudogene	
ENSG00000232668	ENSG00000232668	processed_pseudogene	
ENSG00000232679	ENSG00000232679	lncRNA	LINC01705
ENSG00000232715	ENSG00000232715	lncRNA	LINC01022
ENSG00000232721	ENSG00000232721	lncRNA	
ENSG00000232728	ENSG00000232728	processed_pseudogene	PHB2P1
ENSG00000232759	ENSG00000232759	lncRNA	STEAP1B-AS1
ENSG00000232772	ENSG00000232772	processed_pseudogene	MTND4P22
ENSG00000232801	ENSG00000232801	processed_pseudogene	SDCBPP3
ENSG00000232809	ENSG00000232809	processed_pseudogene	VDAC1P10
ENSG00000232824	ENSG00000232824	processed_pseudogene	PRR13P1
ENSG00000232832	ENSG00000232832	lncRNA	LMLN-AS1
ENSG00000232835	ENSG00000232835	lncRNA	
ENSG00000232857	ENSG00000232857	processed_pseudogene	KATNBL1P2
ENSG00000232893	ENSG00000232893	lncRNA	IQCA1-AS1
ENSG00000232915	ENSG00000232915	processed_pseudogene	RNF14P1
ENSG00000232943	ENSG00000232943	processed_pseudogene	GGCTP2
ENSG00000232944	ENSG00000232944	processed_pseudogene	
ENSG00000232949	ENSG00000232949	lncRNA	
ENSG00000232950	ENSG00000232950	processed_pseudogene	ZNF519P1
ENSG00000232982	ENSG00000232982	processed_pseudogene	MTCO1P45
ENSG00000232986	ENSG00000232986	lncRNA	
ENSG00000232992	ENSG00000232992	processed_pseudogene	AHCYP4
ENSG00000233002	ENSG00000233002	lncRNA	TBC1D26-AS1
ENSG00000233005	ENSG00000233005	lncRNA	
ENSG00000233011	ENSG00000233011	processed_pseudogene	SLC9A3P1
ENSG00000233026	ENSG00000233026	processed_pseudogene	MTCO1P5
ENSG00000233031	ENSG00000233031	processed_pseudogene	
ENSG00000233039	ENSG00000233039	processed_pseudogene	MTND5P30
ENSG00000233047	ENSG00000233047	lncRNA	LINC01677
ENSG00000233048	ENSG00000233048	lncRNA	LINC01722
ENSG00000233063	ENSG00000233063	processed_pseudogene	SAR1AP4
ENSG00000233064	ENSG00000233064	lncRNA	
ENSG00000233069	ENSG00000233069	lncRNA	
ENSG00000233073	ENSG00000233073	lncRNA	GRM3-AS1
ENSG00000233085	ENSG00000233085	lncRNA	
ENSG00000233101	ENSG00000233101	lncRNA	HOXB-AS3
ENSG00000233118	ENSG00000233118	processed_pseudogene	UBE2V1P8
ENSG00000233124	ENSG00000233124	lncRNA	LINC00456
ENSG00000233125	ENSG00000233125	processed_pseudogene	ACTBP12
ENSG00000233139	ENSG00000233139	processed_pseudogene	
ENSG00000233143	ENSG00000233143	lncRNA	DIRC3-AS1
ENSG00000233157	ENSG00000233157	processed_pseudogene	
ENSG00000233200	ENSG00000233200	lncRNA	LINC02634
ENSG00000233215	ENSG00000233215	lncRNA	LINC01687
ENSG00000233216	ENSG00000233216	processed_pseudogene	
ENSG00000233248	ENSG00000233248	processed_pseudogene	MTND6P9
ENSG00000233256	ENSG00000233256	lncRNA	
ENSG00000233261	ENSG00000233261	transcribed_unprocessed_pseudogene	FAM238A
ENSG00000233316	ENSG00000233316	lncRNA	DSCR10
ENSG00000233319	ENSG00000233319	processed_pseudogene	PPIAP32
ENSG00000233327	ENSG00000233327	transcribed_unprocessed_pseudogene	USP32P2
ENSG00000233353	ENSG00000233353	processed_pseudogene	RPS7P9
ENSG00000233354	ENSG00000233354	lncRNA	LINC00028
ENSG00000233365	ENSG00000233365	lncRNA	
ENSG00000233372	ENSG00000233372	lncRNA	
ENSG00000233379	ENSG00000233379	lncRNA	
ENSG00000233399	ENSG00000233399	lncRNA	LINC01648
ENSG00000233403	ENSG00000233403	lncRNA	
ENSG00000233410	ENSG00000233410	lncRNA	LINC01222
ENSG00000233419	ENSG00000233419	processed_pseudogene	IFITM3P7
ENSG00000233423	ENSG00000233423	lncRNA	
ENSG00000233446	ENSG00000233446	processed_pseudogene	PDK1P2
ENSG00000233451	ENSG00000233451	lncRNA	
ENSG00000233455	ENSG00000233455	processed_pseudogene	
ENSG00000233470	ENSG00000233470	lncRNA	
ENSG00000233484	ENSG00000233484	transcribed_processed_pseudogene	
ENSG00000233485	ENSG00000233485	lncRNA	FHAD1-AS1
ENSG00000233540	ENSG00000233540	lncRNA	DNM3-IT1
ENSG00000233548	ENSG00000233548	processed_pseudogene	CYCSP44
ENSG00000233555	ENSG00000233555	processed_pseudogene	RPL7AP46
ENSG00000233571	ENSG00000233571	lncRNA	
ENSG00000233590	ENSG00000233590	lncRNA	LINC02640
ENSG00000233603	ENSG00000233603	processed_pseudogene	JTBP1
ENSG00000233633	ENSG00000233633	lncRNA	
ENSG00000233642	ENSG00000233642	lncRNA	GPR158-AS1
ENSG00000233646	ENSG00000233646	unprocessed_pseudogene	OR52T1P
ENSG00000233674	ENSG00000233674	processed_pseudogene	
ENSG00000233701	ENSG00000233701	protein_coding	PRR23C
ENSG00000233707	ENSG00000233707	processed_pseudogene	RPL22P11
ENSG00000233733	ENSG00000233733	processed_pseudogene	H2AZP6
ENSG00000233746	ENSG00000233746	lncRNA	LINC00656
ENSG00000233760	ENSG00000233760	lncRNA	
ENSG00000233799	ENSG00000233799	lncRNA	
ENSG00000233817	ENSG00000233817	lncRNA	
ENSG00000233818	ENSG00000233818	lncRNA	CLDN14-AS1
ENSG00000233821	ENSG00000233821	lncRNA	ENOX1-AS1
ENSG00000233845	ENSG00000233845	lncRNA	
ENSG00000233847	ENSG00000233847	lncRNA	ERCC8-AS1
ENSG00000233850	ENSG00000233850	lncRNA	
ENSG00000233852	ENSG00000233852	lncRNA	
ENSG00000233854	ENSG00000233854	lncRNA	POU6F2-AS2
ENSG00000233858	ENSG00000233858	lncRNA	LINC02599
ENSG00000233870	ENSG00000233870	unprocessed_pseudogene	
ENSG00000233900	ENSG00000233900	processed_pseudogene	RPL17P35
ENSG00000233915	ENSG00000233915	processed_pseudogene	UBE2Q2P10
ENSG00000233920	ENSG00000233920	lncRNA	
ENSG00000233928	ENSG00000233928	lncRNA	
ENSG00000233946	ENSG00000233946	processed_pseudogene	RPS29P4
ENSG00000233947	ENSG00000233947	processed_pseudogene	ASS1P3
ENSG00000233963	ENSG00000233963	unprocessed_pseudogene	ATP8A2P3
ENSG00000233978	ENSG00000233978	lncRNA	LINC02590
ENSG00000233980	ENSG00000233980	processed_pseudogene	FDPSP2
ENSG00000233996	ENSG00000233996	processed_pseudogene	KDM3AP1
ENSG00000234015	ENSG00000234015	lncRNA	LINC02530
ENSG00000234026	ENSG00000234026	lncRNA	
ENSG00000234083	ENSG00000234083	lncRNA	
ENSG00000234132	ENSG00000234132	lncRNA	
ENSG00000234175	ENSG00000234175	processed_pseudogene	
ENSG00000234191	ENSG00000234191	lncRNA	LINC01283
ENSG00000234202	ENSG00000234202	processed_pseudogene	H3P3
ENSG00000234203	ENSG00000234203	lncRNA	
ENSG00000234223	ENSG00000234223	lncRNA	
ENSG00000234227	ENSG00000234227	processed_pseudogene	RPL7L1P1
ENSG00000234257	ENSG00000234257	processed_pseudogene	SOD2P1
ENSG00000234283	ENSG00000234283	lncRNA	LINC01731
ENSG00000234303	ENSG00000234303	lncRNA	CLYBL-AS1
ENSG00000234363	ENSG00000234363	processed_pseudogene	PPIAP27
ENSG00000234383	ENSG00000234383	processed_pseudogene	CTBP2P8
ENSG00000234386	ENSG00000234386	unprocessed_pseudogene	OR7E162P
ENSG00000234405	ENSG00000234405	lncRNA	
ENSG00000234409	ENSG00000234409	protein_coding	CCDC188
ENSG00000234418	ENSG00000234418	lncRNA	
ENSG00000234423	ENSG00000234423	lncRNA	LINC01250
ENSG00000234426	ENSG00000234426	lncRNA	
ENSG00000234427	ENSG00000234427	lncRNA	
ENSG00000234463	ENSG00000234463	processed_pseudogene	COX6CP12
ENSG00000234466	ENSG00000234466	processed_pseudogene	HDGFL3P1
ENSG00000234485	ENSG00000234485	unprocessed_pseudogene	OR7E46P
ENSG00000234497	ENSG00000234497	lncRNA	ERICH3-AS1
ENSG00000234511	ENSG00000234511	protein_coding	C5orf58
ENSG00000234520	ENSG00000234520	lncRNA	HRAT17
ENSG00000234553	ENSG00000234553	lncRNA	
ENSG00000234564	ENSG00000234564	processed_pseudogene	HSPA8P20
ENSG00000234575	ENSG00000234575	unprocessed_pseudogene	CTSLP8
ENSG00000234590	ENSG00000234590	processed_pseudogene	GNG5P5
ENSG00000234607	ENSG00000234607	processed_pseudogene	
ENSG00000234612	ENSG00000234612	processed_pseudogene	H2AZP5
ENSG00000234617	ENSG00000234617	lncRNA	SNRK-AS1
ENSG00000234637	ENSG00000234637	processed_pseudogene	RPS19P6
ENSG00000234685	ENSG00000234685	processed_pseudogene	NUS1P2
ENSG00000234692	ENSG00000234692	lncRNA	
ENSG00000234701	ENSG00000234701	processed_pseudogene	PRDX3P3
ENSG00000234703	ENSG00000234703	lncRNA	
ENSG00000234710	ENSG00000234710	lncRNA	
ENSG00000234715	ENSG00000234715	lncRNA	SLC26A5-AS1
ENSG00000234717	ENSG00000234717	lncRNA	TMEM212-AS1
ENSG00000234721	ENSG00000234721	lncRNA	LINC02092
ENSG00000234722	ENSG00000234722	lncRNA	LINC01287
ENSG00000234756	ENSG00000234756	lncRNA	LINC02621
ENSG00000234784	ENSG00000234784	processed_pseudogene	
ENSG00000234805	ENSG00000234805	processed_pseudogene	
ENSG00000234839	ENSG00000234839	processed_pseudogene	RPS26P30
ENSG00000234841	ENSG00000234841	processed_pseudogene	
ENSG00000234861	ENSG00000234861	processed_pseudogene	ATP5F1AP1
ENSG00000234864	ENSG00000234864	lncRNA	LINC02632
ENSG00000234878	ENSG00000234878	processed_pseudogene	HSPE1P1
ENSG00000234880	ENSG00000234880	lncRNA	LINC00163
ENSG00000234881	ENSG00000234881	processed_pseudogene	PIGFP2
ENSG00000234900	ENSG00000234900	lncRNA	
ENSG00000234919	ENSG00000234919	lncRNA	LINC01827
ENSG00000234931	ENSG00000234931	processed_pseudogene	MARK2P15
ENSG00000234944	ENSG00000234944	lncRNA	LINC02623
ENSG00000234946	ENSG00000234946	processed_pseudogene	SDHCP3
ENSG00000234997	ENSG00000234997	lncRNA	LINC02966
ENSG00000234999	ENSG00000234999	processed_pseudogene	SNRPCP19
ENSG00000235009	ENSG00000235009	lncRNA	LINC01883
ENSG00000235028	ENSG00000235028	processed_pseudogene	HMGN1P30
ENSG00000235040	ENSG00000235040	unprocessed_pseudogene	MTCO3P1
ENSG00000235049	ENSG00000235049	lncRNA	LINC00940
ENSG00000235050	ENSG00000235050	lncRNA	MLIP-AS1
ENSG00000235080	ENSG00000235080	unprocessed_pseudogene	MTND5P23
ENSG00000235097	ENSG00000235097	lncRNA	LINC00330
ENSG00000235099	ENSG00000235099	lncRNA	
ENSG00000235111	ENSG00000235111	lncRNA	
ENSG00000235119	ENSG00000235119	lncRNA	
ENSG00000235140	ENSG00000235140	lncRNA	
ENSG00000235141	ENSG00000235141	processed_pseudogene	COX6CP17
ENSG00000235149	ENSG00000235149	lncRNA	
ENSG00000235152	ENSG00000235152	lncRNA	
ENSG00000235156	ENSG00000235156	transcribed_unitary_pseudogene	TMEM30CP
ENSG00000235166	ENSG00000235166	lncRNA	LINC01440
ENSG00000235180	ENSG00000235180	lncRNA	LINC00601
ENSG00000235200	ENSG00000235200	lncRNA	LINC01702
ENSG00000235202	ENSG00000235202	lncRNA	LINC01525
ENSG00000235205	ENSG00000235205	processed_pseudogene	TATDN2P3
ENSG00000235221	ENSG00000235221	lncRNA	LINC00383
ENSG00000235232	ENSG00000235232	processed_pseudogene	MRPS18BP2
ENSG00000235258	ENSG00000235258	processed_pseudogene	NDUFB4P6
ENSG00000235274	ENSG00000235274	processed_pseudogene	
ENSG00000235285	ENSG00000235285	lncRNA	SMIM2-IT1
ENSG00000235286	ENSG00000235286	processed_pseudogene	
ENSG00000235289	ENSG00000235289	processed_pseudogene	BRD7P6
ENSG00000235290	ENSG00000235290	unprocessed_pseudogene	HLA-W
ENSG00000235293	ENSG00000235293	lncRNA	
ENSG00000235334	ENSG00000235334	processed_pseudogene	BTG3P1
ENSG00000235338	ENSG00000235338	processed_pseudogene	DUSP5P2
ENSG00000235343	ENSG00000235343	lncRNA	LINC01665
ENSG00000235349	ENSG00000235349	processed_pseudogene	
ENSG00000235371	ENSG00000235371	processed_pseudogene	
ENSG00000235378	ENSG00000235378	processed_pseudogene	MRPS10P1
ENSG00000235389	ENSG00000235389	lncRNA	
ENSG00000235399	ENSG00000235399	lncRNA	
ENSG00000235410	ENSG00000235410	lncRNA	
ENSG00000235419	ENSG00000235419	lncRNA	
ENSG00000235424	ENSG00000235424	processed_pseudogene	SUMO2P10
ENSG00000235427	ENSG00000235427	lncRNA	
ENSG00000235434	ENSG00000235434	lncRNA	RNF186-AS1
ENSG00000235440	ENSG00000235440	processed_pseudogene	RPS2P15
ENSG00000235445	ENSG00000235445	lncRNA	
ENSG00000235454	ENSG00000235454	processed_pseudogene	HAUS6P3
ENSG00000235469	ENSG00000235469	processed_pseudogene	MRPL50P4
ENSG00000235470	ENSG00000235470	lncRNA	NEURL1-AS1
ENSG00000235493	ENSG00000235493	lncRNA	LINC01967
ENSG00000235494	ENSG00000235494	lncRNA	
ENSG00000235495	ENSG00000235495	lncRNA	
ENSG00000235497	ENSG00000235497	lncRNA	LINC02923
ENSG00000235500	ENSG00000235500	processed_pseudogene	SNX19P2
ENSG00000235523	ENSG00000235523	lncRNA	
ENSG00000235525	ENSG00000235525	processed_pseudogene	FTLP1
ENSG00000235533	ENSG00000235533	lncRNA	
ENSG00000235539	ENSG00000235539	processed_pseudogene	MTND1P33
ENSG00000235549	ENSG00000235549	processed_pseudogene	EIF1P2
ENSG00000235550	ENSG00000235550	unprocessed_pseudogene	ANKRD26P2
ENSG00000235555	ENSG00000235555	processed_pseudogene	SUMO1P4
ENSG00000235574	ENSG00000235574	processed_pseudogene	
ENSG00000235575	ENSG00000235575	lncRNA	
ENSG00000235576	ENSG00000235576	lncRNA	LINC01871
ENSG00000235597	ENSG00000235597	lncRNA	LINC01102
ENSG00000235601	ENSG00000235601	lncRNA	BARX1-DT
ENSG00000235621	ENSG00000235621	lncRNA	LINC00494
ENSG00000235639	ENSG00000235639	processed_pseudogene	
ENSG00000235640	ENSG00000235640	processed_pseudogene	ELOAP1
ENSG00000235641	ENSG00000235641	lncRNA	LINC00484
ENSG00000235645	ENSG00000235645	lncRNA	LINC02651
ENSG00000235647	ENSG00000235647	processed_pseudogene	MTFR2P2
ENSG00000235665	ENSG00000235665	lncRNA	LINC00298
ENSG00000235711	ENSG00000235711	protein_coding	ANKRD34C
ENSG00000235716	ENSG00000235716	processed_pseudogene	KRT18P46
ENSG00000235726	ENSG00000235726	lncRNA	
ENSG00000235735	ENSG00000235735	processed_pseudogene	RPL7AP72
ENSG00000235741	ENSG00000235741	lncRNA	LINC02784
ENSG00000235760	ENSG00000235760	lncRNA	MSH2-OT1
ENSG00000235774	ENSG00000235774	lncRNA	
ENSG00000235779	ENSG00000235779	lncRNA	
ENSG00000235782	ENSG00000235782	lncRNA	
ENSG00000235797	ENSG00000235797	processed_pseudogene	
ENSG00000235813	ENSG00000235813	lncRNA	
ENSG00000235824	ENSG00000235824	lncRNA	LINC00837
ENSG00000235836	ENSG00000235836	processed_pseudogene	KIF3AP1
ENSG00000235868	ENSG00000235868	processed_pseudogene	GAPDHP31
ENSG00000235885	ENSG00000235885	lncRNA	LINC01828
ENSG00000235892	ENSG00000235892	processed_pseudogene	PKMP2
ENSG00000235902	ENSG00000235902	lncRNA	
ENSG00000235904	ENSG00000235904	lncRNA	RBMS3-AS3
ENSG00000235997	ENSG00000235997	lncRNA	LINC01936
ENSG00000236012	ENSG00000236012	processed_pseudogene	HIGD1AP12
ENSG00000236041	ENSG00000236041	processed_pseudogene	COX6CP18
ENSG00000236045	ENSG00000236045	lncRNA	
ENSG00000236049	ENSG00000236049	lncRNA	LINC01920
ENSG00000236062	ENSG00000236062	processed_pseudogene	GSTM5P1
ENSG00000236069	ENSG00000236069	lncRNA	
ENSG00000236073	ENSG00000236073	processed_pseudogene	
ENSG00000236079	ENSG00000236079	processed_pseudogene	
ENSG00000236081	ENSG00000236081	lncRNA	ELFN1-AS1
ENSG00000236095	ENSG00000236095	lncRNA	
ENSG00000236114	ENSG00000236114	unprocessed_pseudogene	
ENSG00000236117	ENSG00000236117	lncRNA	LINC01639
ENSG00000236121	ENSG00000236121	processed_pseudogene	HAUS6P2
ENSG00000236123	ENSG00000236123	unprocessed_pseudogene	CEACAMP11
ENSG00000236154	ENSG00000236154	lncRNA	
ENSG00000236166	ENSG00000236166	lncRNA	LINC02921
ENSG00000236172	ENSG00000236172	lncRNA	MIR7515HG
ENSG00000236180	ENSG00000236180	processed_pseudogene	
ENSG00000236182	ENSG00000236182	processed_pseudogene	
ENSG00000236190	ENSG00000236190	processed_pseudogene	
ENSG00000236194	ENSG00000236194	lncRNA	
ENSG00000236209	ENSG00000236209	lncRNA	
ENSG00000236212	ENSG00000236212	lncRNA	
ENSG00000236216	ENSG00000236216	processed_pseudogene	PPP1R11P1
ENSG00000236226	ENSG00000236226	lncRNA	
ENSG00000236253	ENSG00000236253	transcribed_processed_pseudogene	SLC25A3P1
ENSG00000236258	ENSG00000236258	processed_pseudogene	TIMM8BP1
ENSG00000236299	ENSG00000236299	lncRNA	
ENSG00000236301	ENSG00000236301	lncRNA	MRGPRG-AS1
ENSG00000236316	ENSG00000236316	unprocessed_pseudogene	OR7E109P
ENSG00000236319	ENSG00000236319	transcribed_processed_pseudogene	
ENSG00000236340	ENSG00000236340	lncRNA	GRM8-AS1
ENSG00000236352	ENSG00000236352	lncRNA	
ENSG00000236357	ENSG00000236357	processed_pseudogene	EI24P1
ENSG00000236401	ENSG00000236401	unprocessed_pseudogene	SLC4A1APP2
ENSG00000236417	ENSG00000236417	unprocessed_pseudogene	CTSLP1
ENSG00000236425	ENSG00000236425	processed_pseudogene	
ENSG00000236427	ENSG00000236427	lncRNA	LINC02962
ENSG00000236440	ENSG00000236440	processed_pseudogene	COPRSP1
ENSG00000236445	ENSG00000236445	lncRNA	LINC00608
ENSG00000236457	ENSG00000236457	lncRNA	
ENSG00000236471	ENSG00000236471	lncRNA	LINC02920
ENSG00000236516	ENSG00000236516	processed_pseudogene	KLF2P4
ENSG00000236531	ENSG00000236531	lncRNA	
ENSG00000236569	ENSG00000236569	processed_pseudogene	HNRNPA1P73
ENSG00000236576	ENSG00000236576	processed_pseudogene	
ENSG00000236591	ENSG00000236591	lncRNA	UST-AS2
ENSG00000236595	ENSG00000236595	processed_pseudogene	MED15P5
ENSG00000236601	ENSG00000236601	lncRNA	
ENSG00000236605	ENSG00000236605	lncRNA	
ENSG00000236606	ENSG00000236606	processed_pseudogene	
ENSG00000236653	ENSG00000236653	lncRNA	LINC01923
ENSG00000236676	ENSG00000236676	lncRNA	
ENSG00000236687	ENSG00000236687	lncRNA	
ENSG00000236700	ENSG00000236700	lncRNA	LINC01010
ENSG00000236701	ENSG00000236701	processed_pseudogene	
ENSG00000236708	ENSG00000236708	lncRNA	SDK1-AS1
ENSG00000236723	ENSG00000236723	lncRNA	
ENSG00000236748	ENSG00000236748	processed_pseudogene	
ENSG00000236760	ENSG00000236760	lncRNA	
ENSG00000236763	ENSG00000236763	processed_pseudogene	TRMT112P4
ENSG00000236775	ENSG00000236775	processed_pseudogene	
ENSG00000236777	ENSG00000236777	processed_pseudogene	
